Wall time,Step,Value
1546100778.3298166,6,6.120837211608887
1546100782.8529992,12,5.093828201293945
1546100784.7715454,15,5.09945821762085
1546100785.3421993,16,5.040981769561768
1546100787.31662,19,4.977911949157715
1546100791.709853,25,4.837801456451416
1546100799.7435863,37,4.55684232711792
1546100802.6843762,41,4.7252278327941895
1546100804.1377332,43,4.683671474456787
1546100805.4853556,45,4.561543941497803
1546100806.0831878,46,4.821843147277832
1546100807.5304234,48,4.540928363800049
1546100811.5661335,54,4.743382453918457
1546100812.256361,55,4.6085076332092285
1546100812.9128022,56,4.479037761688232
1546100813.9164903,57,4.625831127166748
1546100820.009242,66,4.525331974029541
1546100822.0867553,69,4.5723419189453125
1546100824.0794866,72,4.418638706207275
1546100824.7720356,73,4.470958232879639
1546100825.3393867,74,4.527664661407471
1546100826.0297434,75,4.5617451667785645
1546100829.9367383,80,4.500375747680664
1546100835.3207982,88,4.583027362823486
1546100839.8295298,95,4.464075088500977
1546100846.9750602,103,4.424414157867432
1546100849.3339365,106,4.319711685180664
1546100850.08463,107,4.43854284286499
1546100855.9887805,114,4.375432014465332
1546100859.0990126,119,4.331437110900879
1546100865.136384,127,4.372466087341309
1546100867.2435005,130,4.354608535766602
1546100867.9303539,131,4.307901382446289
1546100874.6454198,140,4.336674690246582
1546100875.942224,142,4.425040245056152
1546100876.7284372,143,4.180874824523926
1546100877.4165053,144,4.419571876525879
1546100882.6645153,151,4.227270126342773
1546100886.4917958,156,4.267969608306885
1546100887.9018328,158,4.152867794036865
1546100888.497824,159,4.130558967590332
1546100891.6232188,163,4.266205310821533
1546100895.1858585,168,4.180429935455322
1546100895.7827346,169,4.123704433441162
1546100897.93367,172,4.1312031745910645
1546100901.7354178,178,4.143056869506836
1546100902.4903293,179,4.337963104248047
1546100903.7158923,181,4.1441264152526855
1546100905.6031356,184,4.071318626403809
1546100907.1223848,186,4.089122772216797
1546100907.7814867,187,4.14740514755249
1546100909.3441374,189,4.169814109802246
1546100910.4278533,191,3.938952922821045
1546100911.1175332,192,4.028774261474609
1546100916.3868573,199,3.946706771850586
1546100924.441455,207,4.407026767730713
1546100924.9839802,208,4.002984523773193
1546100925.6750443,209,4.115231513977051
1546100927.9605045,213,3.9344661235809326
1546100934.9623296,223,3.854684591293335
1546100935.531859,224,3.9690463542938232
1546100937.0343785,226,3.9381673336029053
1546100940.6087744,230,3.737976551055908
1546100942.834762,233,3.6903364658355713
1546100943.4629476,234,3.687195301055908
1546100944.181035,235,3.886969804763794
1546100945.9545903,238,3.9171597957611084
1546100954.7584798,250,3.665482997894287
1546100958.721146,256,3.7180023193359375
1546100960.4227738,259,3.655431032180786
1546100961.4389048,261,3.7812628746032715
1546100962.259056,262,3.6482841968536377
1546100963.8721244,264,3.659890651702881
1546100966.77721,268,3.6753411293029785
1546100969.5080564,272,3.6314244270324707
1546100971.0563385,274,3.6750760078430176
1546100974.1097713,279,3.7498068809509277
1546100983.880445,293,3.678252935409546
1546100988.051825,298,3.6904802322387695
1546100988.5888932,299,3.4787819385528564
1546100992.6307762,303,3.5619056224823
1546100993.2607007,304,3.5652525424957275
1546100995.9973736,308,3.638350248336792
1546100996.658008,309,3.7010951042175293
1546100998.0044734,311,3.516469717025757
1546101000.1410372,314,3.7631304264068604
1546101003.306212,319,3.552013874053955
1546101003.9326992,320,3.564643383026123
1546101004.792044,321,3.446002721786499
1546101008.7730536,326,3.7214515209198
1546101009.4017072,327,3.702014923095703
1546101010.1972377,328,3.4696102142333984
1546101012.1099808,331,3.5864109992980957
1546101017.6564229,340,3.449191093444824
1546101019.2118425,342,3.6215407848358154
1546101023.5885231,348,3.6112256050109863
1546101032.8247716,361,3.40675950050354
1546101035.5503733,364,3.5458836555480957
1546101038.777375,368,3.6367697715759277
1546101041.4564958,372,3.41900634765625
1546101042.7751558,374,3.3809287548065186
1546101045.723066,378,3.261837959289551
1546101046.5439694,379,3.657536268234253
1546101047.3666415,380,3.4341843128204346
1546101048.7800007,382,3.4681143760681152
1546101052.342655,387,3.6371073722839355
1546101055.9321122,392,3.316101551055908
1546101056.5600343,393,3.3741564750671387
1546101068.4425647,409,3.4777257442474365
1546101073.005724,416,3.4497671127319336
1546101077.3612761,422,3.3655500411987305
1546101077.9618068,423,3.3993453979492188
1546101079.4519153,425,3.3736722469329834
1546101083.9291735,431,3.213742733001709
1546101090.6703193,440,3.1495730876922607
1546101092.3838997,442,3.4647512435913086
1546101093.014512,443,3.0973753929138184
1546101095.5299482,446,3.478994369506836
1546101099.8914616,452,3.1254405975341797
1546101106.1302283,460,3.238757610321045
1546101107.1365788,461,3.1831796169281006
