Wall time,Step,Value
1545004058.5801182,3498,1.1154522895812988
1545004104.4730675,3510,1.2585155963897705
1545004113.2478127,3513,1.2051267623901367
1545004191.300938,3538,1.2202056646347046
1545004210.9303055,3544,1.2868598699569702
1545004270.959259,3564,1.1698474884033203
1545004325.04094,3581,1.2299164533615112
1545004393.0645084,3601,1.1649295091629028
1545004444.7989967,3619,1.226588249206543
1545004450.529101,3621,1.1157398223876953
1545004456.7482483,3623,1.2477688789367676
1545004466.9851818,3626,1.2928284406661987
1545004475.7934914,3629,1.1808347702026367
1545004527.002033,3646,0.9509317874908447
1545004561.3257334,3657,1.007333517074585
1545004604.452473,3671,1.171018123626709
1545004702.4737782,3703,1.2395004034042358
1545004780.3709755,3727,1.0197750329971313
1545004792.2855234,3731,0.9998527765274048
1545004816.5693674,3739,1.1009235382080078
1545004825.546071,3742,1.0513161420822144
1545004920.8657212,3773,1.3047254085540771
1545004944.9708383,3781,1.0633875131607056
1545004985.2071438,3794,1.1009917259216309
1545005000.6871154,3799,1.0953706502914429
1545005051.2886171,3815,1.145378589630127
1545005065.1052608,3820,1.103103518486023
1545005070.9011555,3822,1.0990463495254517
1545005100.8417163,3832,1.0111713409423828
1545005113.5905252,3836,1.1793421506881714
1545005209.1730278,3865,1.0179311037063599
1545005223.8444777,3870,1.0455725193023682
1545005246.4098094,3877,1.0357158184051514
1545005410.4293938,3929,0.9709423780441284
1545005431.3196573,3936,0.9501876831054688
1545005443.3003247,3940,1.082648515701294
1545005476.5308554,3951,0.9133201837539673
1545005494.5931435,3957,1.0603162050247192
1545005515.0913534,3963,1.0249377489089966
1545005586.4258583,3985,1.0252124071121216
1545005618.277515,3996,1.1293059587478638
1545005644.67919,4001,1.1117461919784546
1545005672.5823486,4010,1.0735855102539062
1545005675.2279568,4011,1.0301685333251953
1545005713.4270527,4023,1.0769330263137817
1545005747.1277187,4034,1.0393824577331543
1545005757.9265978,4037,1.0530180931091309
1545005930.7529938,4094,0.9420395493507385
1545005945.1438973,4099,0.943105936050415
1545005948.1274285,4100,0.9753817319869995
1545005980.4095907,4110,0.9820486307144165
1545006210.9103024,4183,0.8850291967391968
1545006244.0855017,4194,1.0625381469726562
1545006247.3938243,4195,0.9700475335121155
1545006254.4487486,4197,0.9679088592529297
1545006260.3380427,4199,1.0376912355422974
1545006269.5806618,4202,0.8907887935638428
1545006272.5180876,4203,0.9693858623504639
1545006350.9009054,4228,0.9378622770309448
1545006368.1184056,4233,1.042554259300232
1545006377.4629078,4236,1.0574820041656494
1545006400.4679077,4244,1.0196828842163086
1545006461.1516373,4264,1.0111184120178223
1545006472.6121652,4267,1.0485528707504272
1545006475.7240798,4268,0.9953467845916748
1545006526.3250718,4283,1.041229486465454
1545006574.6893973,4299,1.0391637086868286
1545006591.2520225,4305,0.883213460445404
1545006603.921686,4309,1.0736980438232422
1545006631.3156476,4318,0.8895346522331238
1545006637.2296722,4320,0.8722050786018372
1545006674.6813824,4333,0.756446897983551
1545006708.605691,4344,0.9770036339759827
1545006789.0226595,4370,0.8720993995666504
1545006816.5513246,4379,0.9193892478942871
1545006863.009044,4394,0.8593176603317261
1545006884.9432845,4401,0.9605087637901306
1545006902.8542094,4407,0.951259970664978
1545006915.5996222,4411,0.9154486656188965
1545006979.8429813,4431,0.9572940468788147
1545006990.5276644,4434,1.0011738538742065
1545007122.1478815,4476,0.8413535356521606
1545007172.6248362,4493,0.9400067329406738
1545007235.5663753,4510,0.904669463634491
1545007238.0086293,4511,0.9552360773086548
1545007298.1194415,4530,1.067413568496704
1545007301.0828698,4531,0.9768210649490356
1545007310.4166815,4534,0.9962749481201172
1545007340.3140023,4543,0.7712215781211853
1545007372.7993689,4554,0.8325576782226562
1545007450.68569,4579,0.8020015954971313
1545007460.0442717,4582,0.7741770148277283
1545007493.1221614,4593,0.833602249622345
1545007502.766023,4596,0.995344340801239
1545007508.6461406,4598,0.8610858917236328
1545007514.4148285,4600,0.8210752606391907
1545007606.7501795,4629,0.8251023292541504
1545007694.9241416,4657,0.9092940092086792
1545007718.4387364,4665,0.8728772401809692
1545007731.5468664,4669,0.8500586748123169
1545007757.4819934,4677,0.9521507024765015
1545007760.55761,4678,0.8344009518623352
1545007789.6982176,4688,0.9668739438056946
1545007871.7445717,4714,0.878584086894989
1545007888.5376074,4719,0.9579972624778748
1545007936.1366985,4735,0.9645754098892212
1545007982.461704,4750,0.9587949514389038
1545007985.604285,4751,1.0175048112869263
1545008010.07553,4759,0.9668691754341125
1545008030.7580729,4765,0.9164602756500244
1545008041.096209,4768,0.969318687915802
1545008068.887187,4777,0.7188129425048828
1545008082.7719452,4781,0.7354233860969543
1545008103.6739538,4788,0.8856675624847412
1545008106.2010808,4789,0.7770795822143555
1545008126.810666,4795,0.7376146912574768
1545008145.4115264,4801,0.7815873622894287
1545008152.1651094,4803,0.7870677709579468
1545008160.7404108,4806,0.7574374675750732
1545008267.6223862,4841,0.7357659339904785
1545008304.6067853,4853,0.855503261089325
1545008363.072872,4872,0.6964313983917236
1545008434.399272,4895,0.8841915726661682
1545008495.3306952,4915,0.764929473400116
1545008568.550413,4939,0.8059499263763428
1545008619.7697768,4955,0.8472012877464294
1545008644.0666506,4963,1.0929231643676758
1545008670.174257,4972,0.8557537198066711
1545008679.4027019,4975,0.8327695727348328
1545008687.309338,4977,0.8582937717437744
1545008690.077301,4978,0.7816261053085327
1545008860.8943007,5028,0.6559648513793945
1545008869.7704968,5031,0.7676817774772644
1545008893.453255,5038,0.8596415519714355
1545008934.0601192,5051,0.7550321817398071
1545008940.3649395,5053,0.764380931854248
1545008943.0953755,5054,0.7409325838088989
1545008965.4098778,5061,0.8372325897216797
1545009025.8023877,5079,0.7366105914115906
1545009111.0848496,5107,0.7550266981124878
1545009172.0032425,5127,0.8792612552642822
1545009179.3047342,5129,0.8326523900032043
1545009197.2804813,5135,0.825485110282898
1545009276.5796008,5161,0.8238140940666199
1545009291.8726087,5166,0.7380913496017456
1545009344.9839196,5183,0.8946160674095154
1545009399.9137824,5201,0.8895847797393799
1545009423.7558842,5209,0.8406172394752502
1545009520.9510767,5240,0.791619062423706
1545009604.1061652,5267,0.791094958782196
1545009673.612692,5290,0.7724258303642273
1545009766.0450816,5319,0.7248931527137756
1545009801.1411955,5330,0.8370186686515808
1545009849.501857,5346,0.6677839756011963
1545009893.13717,5360,0.7378963232040405
1545009896.1697495,5361,0.9313852190971375
1545009959.6258004,5381,0.8203418254852295
1545010082.9725738,5421,0.7427526712417603
1545010151.3656027,5443,0.715189516544342
1545010165.9222126,5448,0.6553881168365479
1545010284.6369832,5485,0.6756120324134827
1545010307.009576,5492,0.6938079595565796
1545010319.2274384,5496,0.7309548258781433
1545010349.339146,5502,0.7029716372489929
1545010367.1881835,5508,0.8023605942726135
1545010390.8299265,5516,0.7379885315895081
1545010396.395152,5518,0.6969699263572693
1545010469.8621538,5542,0.6389757990837097
1545010495.2362857,5550,0.5672866106033325
1545010545.2771358,5567,0.7702315449714661
1545010566.0413525,5574,0.7017219662666321
1545010601.9780295,5586,0.6811068058013916
1545010608.4402506,5588,0.6681663990020752
1545010626.7586474,5594,0.6558354496955872
1545010663.0038328,5606,0.8160908818244934
1545010679.8263922,5611,0.7331992387771606
1545010710.3759916,5621,0.7336327433586121
1545010739.841888,5631,0.7504602670669556
1545010832.1305394,5659,0.7513415813446045
1545010838.6284268,5661,0.8162347674369812
1545010851.2434142,5665,0.7066825032234192
1545010894.9336572,5680,0.5625931620597839
1545011021.014682,5721,0.652384340763092
1545011030.6961036,5724,0.6479399800300598
1545011084.1239283,5742,0.7212913632392883
1545011143.439524,5760,0.6240583658218384
1545011197.01864,5777,0.6334084272384644
1545011205.8222067,5780,0.7684575319290161
1545011221.1913404,5785,0.6694760322570801
1545011235.7199135,5790,0.7028566002845764
1545011292.069827,5808,0.5655434131622314
1545011294.916192,5809,0.6653615236282349
1545011345.1429877,5826,0.6789745688438416
1545011353.6403527,5829,0.6782496571540833
1545011378.28475,5836,0.7367647290229797
1545011464.7674034,5863,0.6724499464035034
1545011470.7976654,5865,0.7239863276481628
1545011492.238573,5872,0.743017315864563
1545011572.535255,5899,0.7619870901107788
1545011598.9834256,5908,0.6444944143295288
1545011632.7050636,5918,0.5933521389961243
1545011668.910717,5929,0.6975188255310059
1545011684.3657765,5934,0.7004194259643555
1545011746.9308732,5953,0.6518844962120056
1545011762.0914974,5958,0.6465755105018616
1545011769.2775254,5960,0.6085643768310547
1545011781.63182,5964,0.5522127151489258
1545011865.9682486,5991,0.613405704498291
1545011939.0142019,6011,0.7019752264022827
1545011955.2746928,6016,0.6758710145950317
1545011980.5443947,6025,0.6156060695648193
1545011998.2322505,6031,0.7850081920623779
1545012014.231054,6036,0.6940668225288391
1545012023.2495925,6039,0.6330258846282959
1545012088.2687833,6061,0.7148638963699341
1545012142.8027666,6079,0.6527997851371765
1545012155.921522,6083,0.6208956837654114
1545012172.9402125,6088,0.7036153674125671
1545012219.1943822,6104,0.7819417715072632
1545012225.4768972,6106,0.7479906678199768
1545012275.8340602,6122,0.7140572667121887
1545012282.2568026,6124,0.6791228652000427
1545012301.4007607,6130,0.6126019954681396
1545012308.8644073,6132,0.6803140640258789
1545012314.5883133,6134,0.6442974209785461
1545012349.9999192,6146,0.6418520212173462
1545012362.4256055,6150,0.5787283182144165
1545012435.8638704,6173,0.5739654302597046
1545012464.1049094,6182,0.5826929211616516
1545012473.677841,6185,0.6317129135131836
1545012521.652404,6201,0.605772852897644
1545012556.5155451,6212,0.6185380220413208
1545012562.7957363,6214,0.5330420136451721
1545012582.323227,6220,0.6293782591819763
1545012620.8419604,6233,0.6778523921966553
1545012677.5152617,6251,0.60809326171875
1545012798.3572874,6290,0.5953784584999084
1545012868.1468604,6313,0.5912186503410339
1545012879.513964,6317,0.7843090295791626
1545012882.2759764,6318,0.7129298448562622
1545012904.8609774,6325,0.6373170018196106
1545012956.09409,6342,0.6750571727752686
1545012992.871924,6353,0.6816984415054321
1545013027.430616,6364,0.47174546122550964
1545013048.5913634,6371,0.5911435484886169
1545013066.0176256,6377,0.567389726638794
1545013142.3104827,6401,0.5874881148338318
1545013311.660209,6456,0.6396289467811584
1545013325.745979,6460,0.5852565765380859
1545013365.03245,6473,0.6000602841377258
1545013411.8720818,6488,0.561201274394989
1545013436.347257,6496,0.5311317443847656
1545013439.077996,6497,0.6430360674858093
1545013464.5801334,6501,0.5893256068229675
1545013495.3369658,6511,0.5915931463241577
1545013522.3317862,6521,0.6413460373878479
1545013526.0512416,6522,0.7076448202133179
1545013528.488801,6523,0.7315576672554016
1545013555.3942802,6531,0.6032348871231079
1545013617.6293437,6551,0.6587088108062744
1545013692.503103,6575,0.6984712481498718
1545013711.5934963,6582,0.6815535426139832
1545013720.9036918,6585,0.5761311650276184
1545013750.317535,6595,0.5538063049316406
1545013777.976021,6604,0.5573887228965759
1545013787.4128253,6607,0.5293117761611938
1545013818.028567,6617,0.5542457103729248
1545013836.5587244,6622,0.576605498790741
1545013948.8539279,6658,0.6767362356185913
1545013975.9603593,6667,0.5953224301338196
1545013983.2555528,6669,0.5651224851608276
1545013996.3739285,6673,0.5337128639221191
1545014013.7196286,6679,0.6217105984687805
1545014022.1662903,6682,0.7097837924957275
1545014044.8169956,6689,0.5610803365707397
1545014069.9956617,6697,0.5848701000213623
1545014078.5739524,6700,0.5788103938102722
1545014100.3475022,6708,0.4545081853866577
1545014113.1107626,6712,0.5925368070602417
1545014198.6474948,6739,0.6368939876556396
1545014212.420608,6743,0.613031268119812
1545014247.3923187,6754,0.6156150698661804
1545014283.1546702,6765,0.6039680242538452
1545014318.5867102,6777,0.6353483200073242
1545014445.574745,6818,0.5118263959884644
1545014492.450291,6833,0.5618075728416443
1545014536.46304,6847,0.5210165977478027
1545014562.5742757,6855,0.5127115249633789
1545014604.7537682,6869,0.6151146292686462
1545014607.5556195,6870,0.5191382169723511
1545014687.3775692,6896,0.5736219882965088
1545014733.5403378,6910,0.5560396909713745
1545014809.812847,6935,0.5178402662277222
1545014897.3752475,6964,0.6387254595756531
1545014907.8196468,6967,0.6361982822418213
1545014982.9695697,6991,0.5943860411643982
1545014989.576878,6993,0.7019427418708801
1545015056.2506995,7011,0.5965729355812073
1545015068.5970092,7015,0.5853880047798157
1545015141.6519175,7040,0.4723184406757355
1545015163.9721925,7047,0.6129919290542603
1545015203.5041203,7060,0.5454448461532593
1545015220.6977663,7066,0.5070860385894775
1545015299.2103405,7092,0.4983130991458893
1545015344.9174206,7107,0.44858452677726746
1545015368.5629756,7115,0.45290514826774597
1545015372.1109676,7116,0.527698814868927
1545015437.6987228,7138,0.5808852910995483
1545015448.4772453,7142,0.5868306756019592
1545015492.8011384,7156,0.5198392868041992
1545015530.799685,7168,0.5289214253425598
1545015534.6975698,7169,0.5551880598068237
1545015556.5366518,7176,0.543728768825531
1545015600.3642547,7190,0.5577719211578369
1545015618.1281695,7196,0.5072469711303711
1545015646.537934,7205,0.5191765427589417
1545015676.6644,7214,0.5706264972686768
1545015682.2101765,7216,0.6415979862213135
1545015685.9911184,7217,0.6436898112297058
1545015743.1792626,7236,0.5941764116287231
1545015752.7720647,7239,0.47960564494132996
1545015781.4393528,7248,0.5624099969863892
1545015895.6751938,7285,0.5123302340507507
1545015943.5861547,7301,0.467538982629776
1545015979.0037804,7312,0.47631603479385376
1545016035.5764346,7330,0.5155332684516907
1545016067.9510076,7340,0.5061520934104919
1545016070.411326,7341,0.4706532955169678
1545016091.396843,7347,0.5626303553581238
1545016117.1733093,7354,0.5220680832862854
1545016128.8221858,7358,0.47516104578971863
1545016131.8104303,7359,0.5288662910461426
1545016134.7228463,7360,0.5527432560920715
1545016199.073655,7382,0.5427414774894714
1545016202.6756308,7383,0.5213195085525513
1545016216.0559685,7387,0.57674241065979
1545016221.811069,7389,0.48890823125839233
1545016249.5559342,7398,0.514427661895752
1545016263.2216768,7402,0.5374901294708252
1545016356.4966428,7432,0.5434838533401489
1545016382.5225325,7441,0.6070985794067383
1545016391.5007389,7444,0.5487155914306641
1545016413.7881634,7451,0.5270664691925049
1545016444.4737794,7461,0.47870317101478577
1545016447.1677883,7462,0.5590447783470154
1545016453.1230333,7464,0.5749326944351196
1545016470.1934197,7469,0.5533825755119324
1545016500.037963,7479,0.47386643290519714
1545016553.037015,7497,0.386965274810791
1545016582.407871,7503,0.4636504352092743
1545016585.114064,7504,0.49325600266456604
1545016609.783552,7512,0.543618381023407
1545016671.36526,7531,0.44959038496017456
1545016722.4585233,7548,0.4545086920261383
1545016872.2006278,7597,0.5145763158798218
1545016910.3169062,7610,0.45663365721702576
1545016918.3397799,7613,0.5802059173583984
1545017017.320559,7644,0.4850921928882599
1545017020.3844266,7645,0.6266974210739136
1545017071.44149,7662,0.5220978260040283
1545017103.1772833,7672,0.5025699138641357
1545017118.8110437,7677,0.4942242205142975
1545017154.5520496,7688,0.4703402519226074
1545017171.4304798,7694,0.5050179958343506
1545017192.8852165,7701,0.5119228959083557
1545017250.001067,7719,0.48658156394958496
1545017265.109156,7724,0.3809959590435028
1545017273.4568996,7727,0.5403364896774292
1545017279.0576892,7729,0.5031352043151855
1545017326.113132,7743,0.4337399899959564
1545017338.2433448,7747,0.40750178694725037
1545017371.42953,7758,0.45212501287460327
1545017380.130849,7761,0.5046360492706299
1545017442.813721,7781,0.4356745779514313
1545017468.7499325,7789,0.4887039065361023
1545017498.3996172,7799,0.5533620119094849
1545017536.9921744,7811,0.4341469705104828
1545017605.3939857,7834,0.49955129623413086
1545017620.849659,7839,0.45556938648223877
1545017671.6351855,7856,0.45843300223350525
1545017810.8052864,7900,0.5217044353485107
1545017814.65395,7901,0.49167385697364807
1545017826.3762155,7905,0.4956129193305969
1545017909.4378395,7933,0.38343411684036255
1545018045.7556438,7976,0.4548167884349823
1545018067.3578956,7984,0.4469124972820282
1545018090.5403714,7992,0.4743427038192749
1545018094.716005,7993,0.46026110649108887
1545018211.008306,8027,0.462531715631485
